CpGmarker,chr:coord_hg19,RNA_seq_ENCFF754LBN,RNA_seq_ENCFF398HDS
cg06307601,chr8:130952644,0.2550146378335216,0.008320000022649765
cg06334496,chr8:74888924,,0.04039359080635401
cg06403126,chr8:26149055,,0.09663813510688685
cg06493386,chr8:72987797,,
cg06557606,chr8:54756224,,0.1669644636108988
cg06597861,chr8:144100572,,0.040505361650371344
cg06619076,chr8:62627042,0.3238558291550211,
cg06688396,chr8:92053433,0.02039033094393637,
cg06734962,chr8:48650989,0.028027855252912105,0.01810555920888812
cg06757810,chr8:87756528,,
cg06821993,chr8:114449011,,
cg06840801,chr8:42552719,0.005426201519065414,
cg06987504,chr8:109261215,,0.026639163860383987
cg07005767,chr8:107782538,,0.01664000004529953
cg07059360,chr8:22102032,0.04660478768001619,
cg07065941,chr8:103667760,0.7141795743145327,0.0082943518732295
cg07084161,chr8:90996382,0.14419157098876567,0.007393333284805219
cg07109670,chr8:124085299,,0.02212470565128195
cg07118638,chr8:8860201,0.03543605191731139,0.02659711214667842
cg07149772,chr8:25314972,0.05107900205340023,
cg07242414,chr8:22021845,0.011090000160038471,
cg07267296,chr8:28748995,,0.08641740656980404
cg07441143,chr8:143824001,,0.005054554344145673
cg07448460,chr8:63951879,0.0187033334296439,0.01562393337379821
cg07459489,chr8:118147163,0.005549999885261059,
cg07477160,chr8:134309501,0.5290720388929724,0.008320000022649765
cg07516225,chr8:33371225,0.009923158005174054,4.541113657101134
cg07534467,chr8:146176336,0.024961698378594417,
cg07561588,chr8:125487055,0.023911787974894884,1.858742525148741
cg07629017,chr8:53851613,,
cg07634191,chr8:27850178,,
cg07711097,chr8:143915954,,
cg07770222,chr8:144120106,,
cg07837262,chr8:22225395,,0.00820635899137228
cg07899425,chr8:30585046,0.44695337751119874,0.01664000004529953
cg07906724,chr8:42623946,,
cg07962051,chr8:9412923,0.003915878032804817,0.022390200067311527
cg07981588,chr8:101965659,0.8400241473124539,0.04613074918277562
cg08020051,chr8:145137133,0.01070897123953058,0.008320000022649765
cg08040428,chr8:18870913,0.029710971594900083,
cg08090772,chr8:67344640,0.08796923547535321,0.0324750887098403
cg08110559,chr8:25314954,0.05176369032527592,
cg08385610,chr8:20112683,0.013997559448293711,
cg08419026,chr8:70747067,0.012944817151626776,
cg08465774,chr8:39771756,,0.018688369673960235
cg08551857,chr8:82024104,2.790949361208371,
cg08569678,chr8:143781397,0.011420000015812762,0.025439086246072565
cg08605641,chr8:96146723,,0.05885892790832796
cg08657449,chr8:105351661,,
cg08715135,chr8:126442747,0.01591970001347363,2.4842470607666898
cg08722122,chr8:38326574,0.005549999885261059,
cg08773844,chr8:27630019,0.20170425226347982,
cg08872550,chr8:86375450,0.025269376269037698,0.008320000022649765
cg08887137,chr8:30013701,0.43912768791673557,0.061984136085497375
cg08896053,chr8:50823468,,
cg08918749,chr8:19797445,,
cg08996502,chr8:144897297,0.07671668002817048,
cg09076012,chr8:120428898,,
cg09155025,chr8:145642024,,
cg09304624,chr8:75735733,,
cg09314766,chr8:39695697,,
cg09378940,chr8:71581306,0.07923341665981323,0.013365757482295687
cg09476523,chr8:22856635,0.005389615270989732,
cg09478597,chr8:37594596,0.02867690506351199,0.02478491264613731
cg09531892,chr8:105601835,0.005549999885261059,0.0027699999045580626
cg09537031,chr8:19171706,,
cg09626984,chr8:11566096,,
cg09662150,chr8:38854671,,0.24981453883092378
cg09793866,chr8:38009548,,
cg09881855,chr8:49834618,,
cg09904573,chr8:33424809,0.05736600040857281,
cg09915099,chr8:41435301,0.06395593520133126,0.0027699999045580626
cg09935228,chr8:81557650,,
cg09950370,chr8:21609373,,
cg09990086,chr8:38643846,0.015483593148321418,
cg10039928,chr8:98880860,,
cg10062803,chr8:82396644,0.011090000160038471,
cg10160407,chr8:17434805,,
cg10171125,chr8:27850315,,
cg10194829,chr8:21900177,,
cg10196289,chr8:59572185,0.21167416397732985,0.016667430777037022
cg10227731,chr8:146175923,0.036609112378022064,
cg10245048,chr8:23082569,0.46059668254562447,0.004841857083374634
cg10298205,chr8:144661917,0.5408374050032914,
cg10301990,chr8:30601223,0.04885291788225385,0.01106257441610393
cg10453040,chr8:56685352,0.011661079155261085,0.008320000022649765
cg10457247,chr8:70983079,,
cg10485472,chr8:56686346,,0.514627780588785
cg10866709,chr8:11561361,,
cg10913563,chr8:143808814,0.0027699999045580626,0.07733458793750897
cg10918202,chr8:104153173,0.005649819710031823,0.021476034279752136
cg10918419,chr8:143808262,0.01566886990252188,0.005521487064946156
cg11044263,chr8:125385130,0.0027699999045580626,0.008639922553254652
cg11050116,chr8:17780536,0.021320771613873996,1.217459176915542
cg11050527,chr8:54755511,0.36230394064897015,0.032558852567469834
cg11108432,chr8:10697698,0.013869999907910824,
cg11172196,chr8:125384789,0.1603591257893635,0.0027699999045580626
cg11196870,chr8:41386826,,0.03625229041007432
cg11318251,chr8:104152588,0.0027699999045580626,0.02353547617070833
cg11321895,chr8:57123832,0.11027943293370729,
cg11375622,chr8:145516294,,0.14623142189887398
cg11398680,chr8:142011853,0.01582262439468334,0.02248354402924829
cg11415932,chr8:42196139,,0.4028415448381899
cg11434468,chr8:11059277,0.1446910359826221,0.014902976427869214
cg11536940,chr8:97658076,0.0027699999045580626,0.05733775543954753
cg11550426,chr8:59465609,0.022486068305036747,0.20583158697459905
cg11609366,chr8:146018277,,0.012950070405667516
cg11653466,chr8:38386235,,0.11062276795357838
cg11695358,chr8:144797963,,
cg11701148,chr8:1993035,0.010418857208320073,0.019330856416906628
cg11710000,chr8:28352559,0.0027699999045580626,0.012699462102779151
cg11713008,chr8:99129222,0.03441210472493362,0.005549999885261059
cg11719412,chr8:125551441,0.22485148761975202,1.4343017813660306
cg11745019,chr8:108509756,0.0211706188227693,
cg11754206,chr8:73448579,,
cg11757293,chr8:145692581,,0.17211298778228745
cg11800672,chr8:145642291,,
cg11868900,chr8:49648035,,
cg11906718,chr8:101322791,0.021293541022281433,0.09647314245824207
cg11947493,chr8:23021515,0.18239876267950186,0.005549999885261059
cg11981599,chr8:11566526,,
cg12002314,chr8:141521209,0.08562309213187035,
cg12010995,chr8:59413152,,
cg12038710,chr8:95220583,,
cg12051359,chr8:120886151,0.0027699999045580626,0.015951678889334527
cg12089439,chr8:15398333,,
cg12091331,chr8:42065314,,
cg12125691,chr8:100906062,1.0555172356568832,0.005829591783980022
cg12188860,chr8:144416485,0.022280511232648594,
cg12402251,chr8:91094811,,
cg12424817,chr8:98787961,,0.14176195788268858
cg12468056,chr8:41909961,0.007387465775038486,0.04224042354054062
cg12515371,chr8:145721996,0.01530814411229041,0.05701073638503849
cg12535715,chr8:38831693,,0.025873424873570913
cg12548064,chr8:101571911,0.08033306043581818,0.014744671312847027
cg12569516,chr8:116681193,0.1371048625109584,0.003959999896297834
cg12639234,chr8:18248964,,
cg12646585,chr8:124429417,,0.005549999885261059
cg12674192,chr8:33342777,0.011474000094340572,0.06557555565812181
cg12686915,chr8:117768332,,
cg12738197,chr8:125985883,,0.08240067349639989
cg12790134,chr8:67578787,0.4472005991567103,0.012968394847839702
cg12803724,chr8:79578360,0.0027699999045580626,0.06611196647902004
cg12991341,chr8:109800287,,
cg13043862,chr8:72274598,,
cg13052755,chr8:128805589,0.006226106797423185,
cg13059335,chr8:24242109,1.240453215014013,0.6115718960409003
cg13153865,chr8:90914101,0.03958461304518053,0.022612521999754606
cg13208732,chr8:57124347,0.008320000022649765,0.3323454101183254
cg13243377,chr8:17103891,0.014662144666170688,0.005549999885261059
cg13266631,chr8:24815006,0.0027699999045580626,
cg13277385,chr8:91013426,,0.0027699999045580626
cg13351161,chr8:27490921,,
cg13398291,chr8:41166169,,
cg13398993,chr8:66546079,0.13284289255329498,
cg13414044,chr8:42751637,0.06629381535291448,0.003672783403446149
cg13446199,chr8:143762866,0.023076807854794653,
cg13467649,chr8:27630342,0.0894325003027916,0.028916944974248817
cg13490635,chr8:30242021,,
cg13551243,chr8:146052742,0.08314449524019904,0.010198061758753403
cg13554114,chr8:73921144,0.005549999885261059,0.36017028731389794
cg13563405,chr8:17942526,0.019546167534625458,0.011477672433018532
cg13573276,chr8:57232898,,
cg13652336,chr8:68864012,0.015086062978513129,
cg13700897,chr8:109096064,,
cg13755023,chr8:133687491,0.016782349344421493,
cg13760253,chr8:66932700,0.0028729628668063218,
cg13784855,chr8:128806938,0.004138393677442957,0.08863049856575202
cg13857100,chr8:20041700,,
cg13919215,chr8:101162909,0.13262712496507448,0.2341171114478457
cg13958676,chr8:22014652,,
cg14070647,chr8:109095264,0.0027699999045580626,
cg14143055,chr8:24240597,1.0821402466802525,
cg14234680,chr8:57905925,0.8103413729373357,0.013473717218546784
cg14285013,chr8:67526270,0.013447614685726274,0.02268155186867981
cg14292823,chr8:144681097,0.008780198658983045,0.10023581089818864
cg14299177,chr8:66557547,,0.038755211890895765
cg14329976,chr8:11627812,0.01660834290087223,0.046438828086308635
cg14336578,chr8:38243683,0.14523558584308982,0.04618341019615913
cg14346035,chr8:94928406,0.02250746781973876,
cg14358709,chr8:101321928,1.6216926210539002,0.01525858172300187
cg14408969,chr8:42396118,0.23966862820553364,0.011090000160038471
cg14409958,chr8:120651652,0.0027699999045580626,0.017753888884055984
cg14435640,chr8:41436176,0.007759180234470329,0.40757379028713914
cg14473123,chr8:48921407,0.0074629999930039045,0.29000104629339424
cg14494313,chr8:18248453,,
cg14501253,chr8:12809014,,0.0027699999045580626
cg14538332,chr8:97506180,0.008551694997349533,0.09211040027439595
cg14605021,chr8:16859754,0.0027699999045580626,
cg14658362,chr8:30241661,,
cg14726525,chr8:38035001,,0.030919251536156173
cg14729071,chr8:117886537,0.07918416437323662,0.0027699999045580626
cg14755852,chr8:23386014,0.10190887825373104,
cg14817143,chr8:63998778,,
cg14871856,chr8:30515337,0.08840555594199234,
cg14958018,chr8:41505042,,
cg14992108,chr8:121825470,,0.017919122787626616
cg15054260,chr8:90769710,0.3418060107681519,0.006349788657323995
cg15170424,chr8:92052897,0.08216271329415488,
cg15264255,chr8:99306718,,0.0027699999045580626
cg15301700,chr8:145560531,,
cg15312298,chr8:127570908,0.020381877735647574,0.02048453863970285
cg15319076,chr8:30013987,0.01968678442330195,0.15976299138267216
cg15379858,chr8:19540466,0.09131341615687136,
cg15399561,chr8:99129939,,0.0064086266760517594
cg15481539,chr8:6913441,,
cg15484019,chr8:109455575,0.01206462799196873,
cg15537850,chr8:144661051,0.030276458650047047,
cg15555727,chr8:144692268,0.0027699999045580626,
cg15576233,chr8:80679932,0.015932345152671994,
cg15585987,chr8:50824749,0.005549999885261059,
cg15603885,chr8:107782373,,0.01664000004529953
cg15642035,chr8:139165052,,0.019391775572378384
cg15742700,chr8:11350853,,0.0029685713317511337
cg15747595,chr8:98289880,0.11273157118153096,
cg15754109,chr8:67974431,0.41679917154325996,0.011526292242277204
cg15783027,chr8:145669353,0.025955671009111714,
cg15791248,chr8:38326730,0.005549999885261059,
cg15819853,chr8:8750517,0.4192679565855095,
cg15836394,chr8:11659832,0.07166903929410127,0.003959452632620041
cg15983520,chr8:145729106,0.005353990101526157,
cg15984612,chr8:145514624,,
cg16007680,chr8:144349898,,0.07332625910361062
cg16050784,chr8:62626992,0.33044326710897937,
cg16104446,chr8:48873951,,0.04827822908350357
cg16124821,chr8:102218091,0.1713629927198191,0.36288396146078156
cg16129797,chr8:55047904,0.007925999776593277,0.07599666675382395
cg16175263,chr8:22960385,,0.08209701402423282
cg16177163,chr8:97272787,0.06453603494475756,
cg16202564,chr8:98881927,,
cg16208136,chr8:95274252,0.11828571016391613,
cg16256610,chr8:21999381,0.17892051809639842,0.01664000004529953
cg16293656,chr8:21900438,,
cg16303562,chr8:16050333,0.03174093134912402,0.005119761793009404
cg16313587,chr8:37707285,0.195415635432983,
cg16328273,chr8:95908119,0.00821223303006546,0.02520510248444362
cg16425577,chr8:142139654,0.06313212020810406,0.1067227428579271
cg16551261,chr8:133687929,0.018745341653570155,0.013869999907910824
cg16628918,chr8:145580818,0.03501393984390093,
cg16652639,chr8:38853854,0.10896279310291991,0.01054670166452987
cg16659043,chr8:119634612,,0.004555528347448605
cg16729690,chr8:28351217,0.013869999907910824,
cg16746631,chr8:82598140,0.2680422027011455,
cg16793061,chr8:72273984,,
cg16852892,chr8:89339473,0.005577562075682837,
cg16861508,chr8:22926909,0.0027699999045580626,0.018058538832382797
cg16907566,chr8:121136534,,
cg16957569,chr8:39791224,,0.005207012874654845
cg17029151,chr8:82644517,,
cg17044611,chr8:17942239,0.04660461352501724,0.020894584276476495
cg17045009,chr8:67579782,0.025817531446890928,0.1618895909544846
cg17084151,chr8:102803237,0.038180498568866024,
cg17127823,chr8:71520941,0.013869999907910824,0.013869999907910824
cg17142470,chr8:22409684,,0.022041448546469073
cg17145652,chr8:42750650,0.08927399113058969,0.008320000022649765
cg17176395,chr8:61429827,0.028892836102545914,0.9874306221183696
cg17176732,chr8:107669856,,
cg17191715,chr8:86290878,,
cg17199658,chr8:101661478,,
cg17256555,chr8:117778488,0.046383421220361515,0.0027699999045580626
cg17293641,chr8:119964144,,
cg17347634,chr8:65711916,,0.008292574278715223
cg17471019,chr8:94767003,0.008320000022649765,0.058548061728325426
cg17500329,chr8:140943103,0.02131543393345962,
cg17509872,chr8:17105487,,0.02022888597387534
cg17703554,chr8:88886339,0.005549999885261059,
cg17711870,chr8:87354470,0.008320000022649765,
cg17724365,chr8:90997008,0.1508142564475457,0.024785474899108522
cg17747005,chr8:68864324,0.008320000022649765,
cg17769158,chr8:103563327,,
cg17788832,chr8:87081654,,
cg17795240,chr8:11568257,,
cg17823320,chr8:19675140,,0.40734536318977055
cg17834443,chr8:19674713,0.008320000022649765,0.02993164563999523
cg17834752,chr8:140715239,0.022190000861883163,
cg17889103,chr8:97247634,0.44084488904275504,0.011090000160038471
cg17910564,chr8:42248702,0.013253792040612574,
cg17939444,chr8:40010443,,
cg17943999,chr8:95274687,0.18696840579513516,0.010891846870911215
cg17963840,chr8:26722861,,
cg18059933,chr8:95962463,,0.017092423387613073
cg18123948,chr8:11560781,,
cg18152311,chr8:130951244,0.06494453853168095,
cg18153124,chr8:133493154,,
cg18249244,chr8:27950725,,0.10055753822741804
cg18267374,chr8:24771273,,0.0027699999045580626
cg18270343,chr8:143748005,0.05219184429781725,
cg18282619,chr8:102217292,0.3225664344623202,0.015802693244069816
cg18317951,chr8:96145702,0.010488279051212378,
cg18350458,chr8:37887952,0.011090000160038471,0.8033955327568721
cg18356330,chr8:30515990,0.005522475132976871,
cg18379495,chr8:37553668,,0.042524779836109174
cg18381880,chr8:42249569,0.014742456180484672,0.379219900760939
cg18452600,chr8:9911543,0.013883964695896093,0.0027699999045580626
cg18459342,chr8:81084056,,
cg18493182,chr8:143833962,,
cg18503260,chr8:86157410,0.0027699999045580626,
cg18508125,chr8:28347573,,
cg18511989,chr8:145634287,0.08397069823535674,
cg18565355,chr8:95653874,,
cg18604888,chr8:124408541,0.5350636150873733,0.005625922293899563
cg18640030,chr8:67090752,,
cg18674980,chr8:86350581,,
cg18675600,chr8:142432241,,0.08556004973160954
cg18787975,chr8:11726094,,0.016147475231622088
cg18875839,chr8:29120848,0.008320000022649765,0.008320000022649765
cg18888595,chr8:92082609,,0.17282155513142547
cg18939260,chr8:125741346,0.007234976927359258,0.03689418904926916
cg18956095,chr8:124287111,0.005355399886611849,0.006526608583922296
cg18986713,chr8:29953064,0.04101526134292086,1.5359935912110858
cg19007731,chr8:93107394,,
cg19033555,chr8:6736385,0.0027699999045580626,
cg19078186,chr8:87526527,0.018272563433035825,0.42330514485282555
cg19149125,chr8:37619350,0.03861022483327535,0.0027699999045580626
cg19150884,chr8:144699502,0.054885332938930435,
cg19188612,chr8:104384291,0.008262291686454168,
cg19201477,chr8:21776851,0.0027699999045580626,0.030706470448742893
cg19250907,chr8:68659328,0.00810333340166089,
cg19280776,chr8:82024586,0.005549999885261059,0.021257286986089325
cg19304352,chr8:6796176,,
cg19352977,chr8:103876467,1.9246038339679081,0.06436384035892172
cg19391527,chr8:28173732,,
cg19418958,chr8:30705886,,
cg19437319,chr8:126096148,0.325547107065705,
cg19515324,chr8:37963526,0.008860000057100522,0.15027723203127522
cg19549068,chr8:27472319,0.2912061483012857,
cg19587887,chr8:87082065,,
cg19620294,chr8:119964729,,
cg19632760,chr8:71581729,0.008681304388396118,0.02555329118607731
cg19691797,chr8:29939998,1.680426862174436,1.11254857751794
cg19738333,chr8:21999623,0.022778571117669344,
cg19791277,chr8:136469780,,
cg19855618,chr8:144731579,,0.008320000022649765
cg19904463,chr8:82192606,,0.05198632879772141
cg19904653,chr8:37707692,0.01803924754950974,
cg19972619,chr8:128747979,0.01044151441962519,0.03574396544281214
cg20011352,chr8:37655269,,
cg20239949,chr8:59572638,0.024771187611808788,0.022413640566393174
cg20264731,chr8:42195644,0.026197331643400903,0.008320000022649765
cg20279283,chr8:11566863,,
cg20281815,chr8:143761508,0.016509894852060825,
cg20283107,chr8:124788969,0.0027699999045580626,0.06523538702759808
cg20326853,chr8:145635294,0.025273850973556874,0.01583055507702132
cg20329958,chr8:67090250,,
cg20349695,chr8:33330484,0.026809961074769035,0.005549999885261059
cg20379012,chr8:126103681,0.17506965089524326,0.0027699999045580626
cg20379125,chr8:120428519,,
cg20519035,chr8:144811238,0.06699212810143511,0.005261168718434774
cg20520888,chr8:145086243,0.09215087300291902,
cg20587336,chr8:66546482,0.47324618472301055,0.0027699999045580626
cg20669525,chr8:145137896,,0.051208942899081324
cg20673075,chr8:99838488,,0.005549999885261059
cg20769102,chr8:101162761,0.1774840345350911,0.15960362403725897
cg20774846,chr8:105479420,,
cg20845050,chr8:146053666,0.005549999885261059,0.028353590868933687
cg20862496,chr8:143823734,,0.005549999885261059
cg20890210,chr8:73450181,,
cg20951726,chr8:11142737,0.0027699999045580626,0.14616226975311364
cg20955688,chr8:133772889,0.797882154207639,0.04235322224234955
cg20966972,chr8:41909463,2.4383445192634574,0.0027699999045580626
cg20987610,chr8:95222020,,
cg21051423,chr8:121457935,,0.023758000013996153
cg21073927,chr8:11562155,,
cg21092687,chr8:145743911,0.025808988050335928,0.05137551053801082
cg21132577,chr8:1993528,0.007818089947209096,
