CpGmarker,chr,pos
cg16872071,chr9,135997155
cg16896647,chr9,93563776
cg16898420,chr9,103791078
cg16904306,chr9,78506294
cg16925486,chr9,19380496
cg16956268,chr9,123342682
cg16998207,chr9,108320178
cg17009433,chr9,6645686
cg17018517,chr9,139947922
cg17071957,chr9,124029926
cg17090012,chr9,90123546
cg17141902,chr9,95897216
cg17240836,chr9,115480324
cg17301902,chr9,80263219
cg17361154,chr9,140336563
cg17398595,chr9,17578725
cg17465304,chr9,116861442
cg17509612,chr9,132598774
cg17511416,chr9,15553286
cg17536532,chr9,138370739
cg17617223,chr9,131534466
cg17683775,chr9,132515809
cg17742155,chr9,117350088
cg17749443,chr9,115819190
cg17814481,chr9,97402166
cg17824393,chr9,112225819
cg17868994,chr9,107526283
cg17887537,chr9,19049789
cg17896097,chr9,125693949
cg17902858,chr9,139941067
cg17936488,chr9,134151519
cg17959722,chr9,140446823
cg17963089,chr9,139743185
cg17977409,chr9,17579227
cg18043195,chr9,19033231
cg18043828,chr9,12774985
cg18089000,chr9,136039706
cg18090228,chr9,88556685
cg18168989,chr9,77644250
cg18178963,chr9,32573171
cg18197998,chr9,131873514
cg18285951,chr9,139333297
cg18286698,chr9,74763873
cg18360149,chr9,130186444
cg18410627,chr9,129677882
cg18428373,chr9,37651257
cg18436172,chr9,98270472
cg18474135,chr9,116038303
cg18505908,chr9,72287123
cg18506679,chr9,127563860
cg18519564,chr9,4792419
cg18557145,chr9,35618083
cg18636641,chr9,134165268
cg18676053,chr9,124133094
cg18689253,chr9,82186806
cg18718102,chr9,136203289
cg18773223,chr9,131549619
cg18878891,chr9,131267057
cg18904346,chr9,126773656
cg18906795,chr9,6015507
cg18986964,chr9,133589320
cg19012475,chr9,32552486
cg19026306,chr9,35116525
cg19044630,chr9,79521532
cg19123107,chr9,136324577
cg19252956,chr9,273072
cg19257550,chr9,35673909
cg19282250,chr9,79328522
cg19287114,chr9,108006611
cg19292008,chr9,100615796
cg19318511,chr9,103189158
cg19367388,chr9,33816707
cg19393006,chr9,135820767
cg19398446,chr9,34329521
cg19404582,chr9,140032953
cg19434936,chr9,35658452
cg19461644,chr9,101706617
cg19481686,chr9,22005288
cg19523029,chr9,82186884
cg19556572,chr9,117156701
cg19635712,chr9,112082384
cg19684883,chr9,74980740
cg19724470,chr9,5450936
cg19734228,chr9,90113593
cg19795898,chr9,139693196
cg19857538,chr9,131085530
cg19863405,chr9,111619070
cg19872814,chr9,26947503
cg19881177,chr9,99181234
cg19944367,chr9,116223775
cg19947621,chr9,34263021
cg19951443,chr9,5437593
cg19954739,chr9,140485596
cg19973884,chr9,131486216
cg20017995,chr9,136216076
cg20042228,chr9,139439761
cg20070077,chr9,92219995
cg20074048,chr9,91933147
cg20083676,chr9,91605999
cg20109151,chr9,107509821
cg20188282,chr9,135906200
cg20216130,chr9,117374308
cg20263942,chr9,88714961
cg20300246,chr9,139096747
cg20356482,chr9,97356092
cg20394284,chr9,4984206
cg20414506,chr9,138775936
cg20503329,chr9,101705792
cg20555507,chr9,73736452
cg20566118,chr9,117880556
cg20595300,chr9,6413167
cg20603424,chr9,135545631
cg20610181,chr9,35674000
cg20645649,chr9,127624485
cg20752438,chr9,35829112
cg20776317,chr9,139292793
cg20789691,chr9,5340039
cg20864636,chr9,130025713
cg20870362,chr9,36169175
cg20999934,chr9,33290511
cg21010262,chr9,138391250
cg21023114,chr9,21241233
cg21120249,chr9,139921971
cg21122774,chr9,136604996
cg21140292,chr9,2015788
cg21173623,chr9,139685156
cg21185421,chr9,71394810
cg21331335,chr9,2717325
cg21383720,chr9,96214543
cg21387302,chr9,3526198
cg21413251,chr9,71320693
cg21468416,chr9,127019914
cg21489873,chr9,125877134
cg21492378,chr9,123850279
cg21504624,chr9,34653580
cg21511069,chr9,34049294
cg21526212,chr9,98271631
cg21572316,chr9,107690018
cg21606237,chr9,102668725
cg21608116,chr9,33290203
cg21614231,chr9,33266196
cg21624883,chr9,95432804
cg21717724,chr9,123604514
cg21740204,chr9,72873544
cg21753834,chr9,130477671
cg21912567,chr9,92219379
cg21927363,chr9,15552206
cg21964481,chr9,140125696
cg21984310,chr9,35829279
cg22105022,chr9,130508173
cg22117143,chr9,13251431
cg22153116,chr9,15306736
cg22161874,chr9,77503042
cg22170618,chr9,130548649
cg22174355,chr9,114413582
cg22232859,chr9,97203278
cg22244122,chr9,136243698
cg22254104,chr9,124991432
cg22262168,chr9,27528999
cg22344641,chr9,131084554
cg22397447,chr9,38392975
cg22402007,chr9,87282823
cg22438810,chr9,130911792
cg22498840,chr9,37903528
cg22571217,chr9,90112519
cg22579849,chr9,34620091
cg22587514,chr9,138392051
cg22658985,chr9,34126662
cg22667787,chr9,33001657
cg22719586,chr9,140099722
cg22747092,chr9,138987818
cg22775000,chr9,103235181
cg22807823,chr9,86594226
cg22880820,chr9,35665522
cg22937320,chr9,19032778
cg23003832,chr9,131486918
cg23006204,chr9,130700866
cg23029491,chr9,34048775
cg23075568,chr9,100955349
cg23152772,chr9,133813632
cg23181138,chr9,88356705
cg23213170,chr9,108320507
cg23234510,chr9,33001517
cg23300897,chr9,132598185
cg23426587,chr9,21335126
cg23447996,chr9,93564603
cg23655719,chr9,34692578
cg23667933,chr9,71650719
cg23689916,chr9,33263879
cg23771929,chr9,132934195
cg23815000,chr9,138413012
cg23861715,chr9,99382235
cg23897067,chr9,140100305
cg23916845,chr9,117268172
cg23964386,chr9,114362249
cg24012708,chr9,116138128
cg24046474,chr9,130212550
cg24073022,chr9,108424034
cg24105685,chr9,95298969
cg24121001,chr9,130478378
cg24142106,chr9,71319485
cg24194775,chr9,35791475
cg24293567,chr9,135754124
cg24341129,chr9,16727830
cg24392274,chr9,130921842
cg24443250,chr9,117693010
cg24471894,chr9,2838508
cg24475171,chr9,132598886
cg24545967,chr9,130540941
cg24556026,chr9,36258971
cg24611631,chr9,4490288
cg24730207,chr9,130891743
cg24754277,chr9,90114156
cg24770649,chr9,35115882
cg24793265,chr9,139269240
cg24794433,chr9,124462172
cg24812167,chr9,139293358
cg24852661,chr9,88715131
cg24910675,chr9,130616917
cg25018881,chr9,111697645
cg25020204,chr9,136500234
cg25068445,chr9,139780417
cg25092540,chr9,131708951
cg25118574,chr9,127177646
cg25141720,chr9,89561826
cg25162921,chr9,21801897
cg25179291,chr9,132805739
cg25186211,chr9,124921565
cg25307641,chr9,136222163
cg25344672,chr9,135285207
cg25384157,chr9,140499132
cg25420952,chr9,116841084
cg25454755,chr9,102584145
cg25476145,chr9,34646939
cg25478603,chr9,38392535
cg25479216,chr9,100818684
cg25494064,chr9,100286340
cg25512587,chr9,136344026
cg25530169,chr9,91002900
cg25537774,chr9,139581745
cg25569582,chr9,136933818
cg25580018,chr9,136399808
cg25587233,chr9,131872005
cg25732252,chr9,130679915
cg25766046,chr9,94712122
cg25822709,chr9,19048850
cg25905812,chr9,841632
cg25934198,chr9,139920781
cg25935911,chr9,122132261
cg25954354,chr9,133971548
cg25989745,chr9,12693326
cg26007077,chr9,15422993
cg26024843,chr9,137533949
cg26164184,chr9,137771506
cg26181372,chr9,104198262
cg26228569,chr9,134955334
cg26246296,chr9,113018794
cg26354398,chr9,116224036
cg26374101,chr9,140500813
cg26381783,chr9,505235
cg26428825,chr9,2717531
cg26471445,chr9,35749414
cg26478992,chr9,95245965
cg26489108,chr9,975856
cg26491484,chr9,133885058
cg26535072,chr9,72288156
cg26581729,chr9,139939792
cg26624914,chr9,33448382
cg26646980,chr9,112225668
cg26672426,chr9,132514582
cg26681123,chr9,140125311
cg26759551,chr9,97401509
cg26798786,chr9,73029388
cg26805528,chr9,131872542
cg26833602,chr9,95821549
cg26850145,chr9,37465023
cg26920757,chr9,130541237
cg26943001,chr9,35812201
cg26944151,chr9,139607602
cg26964989,chr9,133884294
cg26966384,chr9,36190885
cg27286999,chr9,137967306
cg27291231,chr9,140081916
cg27305895,chr9,86594214
cg27322545,chr9,26946855
cg27443224,chr9,34710135
cg27510871,chr9,116173074
cg27514224,chr9,131708618
cg27592318,chr9,100707064
cg27625732,chr9,131549075
cg27631256,chr9,117692745
cg27650175,chr9,124461640
cg00025991,chr10,736625
cg00035347,chr10,104953608
cg00051979,chr10,95462161
cg00098162,chr10,90619573
cg00132141,chr10,69456307
cg00168942,chr10,35894430
cg00206052,chr10,103348143
cg00242839,chr10,6130578
cg00263760,chr10,118897366
cg00268338,chr10,93169495
cg00276797,chr10,105726614
cg00431050,chr10,103985730
cg00436603,chr10,135340740
cg00498305,chr10,119000236
cg00499822,chr10,44881551
cg00512279,chr10,119000991
cg00532335,chr10,95516861
cg00568128,chr10,115934100
cg00623593,chr10,128767610
cg00646492,chr10,106014296
cg00720072,chr10,94051159
cg00745735,chr10,69868860
cg00779924,chr10,8094641
cg00793774,chr10,104403707
cg00873937,chr10,69991564
cg00899659,chr10,45495971
cg00904483,chr10,131354873
cg00954566,chr10,102106405
cg01047414,chr10,13341660
cg01078276,chr10,75670677
cg01137532,chr10,64133888
cg01154537,chr10,95462167
cg01172656,chr10,64893120
cg01228636,chr10,89621773
cg01275830,chr10,104211749
cg01360325,chr10,105127811
cg01430807,chr10,102289786
cg01465325,chr10,50747588
cg01478450,chr10,73079349
cg01558777,chr10,85933798
cg01560871,chr10,72545424
cg01656216,chr10,31273710
cg01687711,chr10,74386160
cg01757745,chr10,134755601
cg01765473,chr10,89578168
cg01782320,chr10,27443404
cg01816336,chr10,89265204
cg01851208,chr10,82168043
cg01861509,chr10,73849626
cg01862366,chr10,95654158
cg01902747,chr10,32734661
cg01982597,chr10,50733420
cg02040734,chr10,104210981
cg02044879,chr10,74714935
cg02100629,chr10,71892760
cg02160826,chr10,75012589
cg02161900,chr10,28035631
cg02238747,chr10,99161279
cg02312170,chr10,122610835
cg02324920,chr10,105253152
cg02330106,chr10,131264840
cg02374486,chr10,72362809
cg02381948,chr10,131355112
cg02437376,chr10,76969880
cg02503850,chr10,72432552
cg02512226,chr10,28288192
cg02566518,chr10,75531971
cg02569613,chr10,50323127
cg02599225,chr10,81838473
cg02630694,chr10,12236833
cg02676865,chr10,99259738
cg02702510,chr10,46090551
cg02732134,chr10,101732382
cg02749825,chr10,76995759
cg02757432,chr10,125426048
cg02775617,chr10,32217281
cg02813021,chr10,180599
cg02831294,chr10,5566862
cg02840794,chr10,103825777
cg02863237,chr10,6131472
cg02876062,chr10,14816654
cg02941816,chr10,131265696
cg02946754,chr10,115614308
cg03205208,chr10,7830848
cg03208093,chr10,38147096
cg03251249,chr10,69645012
cg03259469,chr10,30025293
cg03271907,chr10,131412643
cg03279443,chr10,76971052
cg03283421,chr10,124610984
cg03354772,chr10,134756503
cg03359508,chr10,81964782
cg03373080,chr10,74452380
cg03388193,chr10,100996070
cg03411288,chr10,11865805
cg03417317,chr10,104221000
cg03475172,chr10,11654177
cg03522063,chr10,119302167
cg03554914,chr10,27444905
cg03600318,chr10,81708991
cg03630088,chr10,125651526
cg03640944,chr10,106093819
cg03652343,chr10,69835287
cg03658471,chr10,52383438
cg03690162,chr10,121410453
cg03712239,chr10,38265764
cg03737135,chr10,14879645
cg03755123,chr10,135043508
cg03761560,chr10,74114860
cg03807314,chr10,30722678
cg03808835,chr10,56560945
cg03817621,chr10,52645399
cg03820909,chr10,127407979
cg03852570,chr10,100175106
cg03853151,chr10,126107487
cg03943081,chr10,133110646
cg04001802,chr10,15085279
cg04041960,chr10,121301765
cg04058169,chr10,124913438
cg04126427,chr10,120840676
cg04126866,chr10,85932763
cg04268405,chr10,73723221
cg04281204,chr10,115612802
cg04298323,chr10,95372195
cg04305134,chr10,75173374
cg04350610,chr10,93683445
cg04377282,chr10,72201417
cg04402875,chr10,43572795
cg04444771,chr10,45473712
cg04451770,chr10,97515372
cg04466253,chr10,27529581
cg04466870,chr10,120925180
cg04599297,chr10,26505442
cg04677227,chr10,100028320
cg04688368,chr10,79397346
cg04712892,chr10,115424103
cg04731091,chr10,1102917
cg04733302,chr10,75118678
cg04738091,chr10,89622084
cg04765277,chr10,8094679
cg04785461,chr10,14996236
cg04798796,chr10,88855483
cg04825431,chr10,44063899
cg04834572,chr10,76868766
cg04865575,chr10,27443031
cg04880063,chr10,102790718
cg05019661,chr10,75910806
cg05046097,chr10,88717926
cg05064181,chr10,116445398
cg05111829,chr10,70940483
cg05163348,chr10,92631428
cg05307923,chr10,1779667
cg05322019,chr10,102732323
cg05338155,chr10,91174651
cg05441133,chr10,48416891
cg05454446,chr10,43277757
cg05510041,chr10,75758427
cg05538387,chr10,103348072
cg05626013,chr10,68685252
cg05658858,chr10,135121916
cg05717160,chr10,105156505
cg05755354,chr10,14372596
cg05859842,chr10,49483356
cg05863612,chr10,101731833
cg05871136,chr10,72971961
cg05889321,chr10,97416837
cg05917963,chr10,101988539
cg05942970,chr10,133955527
cg05958582,chr10,102090366
cg05959392,chr10,104613928
cg05998983,chr10,74653449
cg06043042,chr10,71333202
cg06055013,chr10,116853664
cg06105085,chr10,73976264
cg06109724,chr10,12237553
cg06134936,chr10,69834491
cg06139836,chr10,131762961
cg06206628,chr10,49482826
cg06224510,chr10,7745454
cg06230736,chr10,8096650
cg06286028,chr10,103824819
cg06291867,chr10,92617162
cg06323290,chr10,71029879
cg06336792,chr10,35415599
cg06353720,chr10,91087558
cg06428195,chr10,101191157
cg06470552,chr10,112327234
cg06476606,chr10,91061728
cg06507244,chr10,127569494
cg06521280,chr10,75671378
cg06532493,chr10,60029458
cg06542614,chr10,97051255
cg06585108,chr10,134671604
cg06636246,chr10,98593247
cg06712026,chr10,53459102
cg06817917,chr10,88515527
cg06825166,chr10,98119079
cg06837731,chr10,101945906
cg06852652,chr10,96442031
cg06898923,chr10,27792905
cg06908778,chr10,22634602
cg06985415,chr10,133955411
cg07036530,chr10,125425262
cg07061913,chr10,75006462
cg07086898,chr10,105155966
cg07127957,chr10,75411571
cg07143898,chr10,98945300
cg07270175,chr10,96123049
cg07295678,chr10,134000009
cg07410075,chr10,61666543
cg07452799,chr10,35103869
cg07453748,chr10,131355302
cg07489134,chr10,96305958
cg07504718,chr10,127465376
cg07510080,chr10,102295549
cg07526069,chr10,101190311
cg07570421,chr10,16479076
cg07621046,chr10,118429658
cg07637239,chr10,118957259
cg07638935,chr10,102821427
cg07684796,chr10,54074209
cg07773116,chr10,48438500
cg07871503,chr10,43763042
cg07895149,chr10,105212283
cg07903860,chr10,14995957
cg07908874,chr10,135123006
cg08012454,chr10,32345019
cg08020381,chr10,1095554
cg08034216,chr10,94334227
cg08082692,chr10,125805493
cg08102619,chr10,121356777
cg08158570,chr10,77160935
cg08177017,chr10,102672368
cg08198102,chr10,17658575
cg08242493,chr10,103578316
cg08300860,chr10,88428257
cg08308257,chr10,112064994
cg08335125,chr10,50732297
cg08341667,chr10,48354387
cg08395899,chr10,12085052
cg08397758,chr10,100174853
cg08400019,chr10,18940404
cg08413366,chr10,75255930
cg08427977,chr10,50323832
cg08443351,chr10,99052545
cg08458487,chr10,81709191
cg08465862,chr10,3109459
cg08497766,chr10,6019877
cg08551088,chr10,121631655
cg08555772,chr10,28287707
cg08620470,chr10,70288376
cg08633154,chr10,92980627
cg08711724,chr10,96122379
cg08772206,chr10,82297793
cg08789630,chr10,76599281
cg08805338,chr10,75255936
cg08827391,chr10,5855992
cg08831594,chr10,71211006
cg08847038,chr10,25305217
cg08859916,chr10,89624102
cg08907850,chr10,1094976
cg09010998,chr10,31608207
cg09019938,chr10,52834498
cg09068993,chr10,95462173
cg09070492,chr10,101492601
cg09072120,chr10,25242031
cg09155001,chr10,105218401
cg09164559,chr10,70748332
cg09199317,chr10,99095018
cg09245378,chr10,126490406
cg09260089,chr10,134599860
cg09261262,chr10,88414554
cg09290866,chr10,6020369
cg09330643,chr10,72142276
cg09351894,chr10,35415820
cg09352789,chr10,111682693
cg09354331,chr10,80961382
cg09398185,chr10,91061902
cg09405083,chr10,104536121
cg09419900,chr10,124739466
cg09448875,chr10,101542449
cg09454892,chr10,76870850
cg09479906,chr10,124713766
cg09480837,chr10,95789501
cg09518735,chr10,121632717
cg09538287,chr10,69456036
cg09542745,chr10,99531164
cg09551147,chr10,106399957
cg09619146,chr10,125651034
cg09688763,chr10,114206798
cg09715672,chr10,88728278
cg09721427,chr10,94448702
cg09770154,chr10,111967803
cg09772154,chr10,123358284
cg09830278,chr10,112724714
cg09874752,chr10,99531309
cg09888137,chr10,104262558
cg09892390,chr10,25013471
cg09914304,chr10,72362292
cg09936762,chr10,80959688
cg09941381,chr10,64027924
cg10014190,chr10,99160939
cg10028071,chr10,22604918
cg10038087,chr10,98273594
cg10095719,chr10,33623787
cg10098216,chr10,102289548
cg10175795,chr10,133109194
cg10211252,chr10,48355286
cg10222574,chr10,119805826
cg10247268,chr10,3109799
cg10333959,chr10,131354940
cg10365880,chr10,102089681
cg10367730,chr10,120938495
cg10377211,chr10,98345995
cg10477754,chr10,103892376
cg10548978,chr10,72545053
cg10581256,chr10,43133692
cg10588377,chr10,124221799
cg10615091,chr10,61122313
cg10707565,chr10,17171695
cg10742801,chr10,135161047
cg10789261,chr10,931643
cg10872209,chr10,104475308
cg10894512,chr10,90712478
cg10905918,chr10,79793527
cg10983208,chr10,73848320
cg10984852,chr10,135187325
cg11115427,chr10,13342610
cg11148307,chr10,134671663
cg11149033,chr10,60145204
cg11175310,chr10,16859107
cg11187508,chr10,102027336
cg11204562,chr10,115511153
cg11231018,chr10,90423408
cg11310496,chr10,118380175
cg11406340,chr10,1071573
cg11438755,chr10,95653570
cg11453347,chr10,127512288
cg11498156,chr10,102890145
cg11639651,chr10,70979811
cg11655691,chr10,74385779
cg11668923,chr10,128076936
cg11673092,chr10,23216727
cg11676599,chr10,124133934
cg11710969,chr10,23217173
cg11733245,chr10,6104312
cg11812202,chr10,118305409
cg11849692,chr10,103875969
cg11880892,chr10,71992660
cg11917694,chr10,90639684
cg11943820,chr10,106094061
cg11944393,chr10,112327600
cg11985856,chr10,71929891
cg12008118,chr10,88428429
cg12040555,chr10,131321830
cg12052765,chr10,50816963
cg12064929,chr10,82115447
cg12087643,chr10,118033370
cg12109455,chr10,134000737
cg12137206,chr10,113943397
cg12230010,chr10,72163718
cg12236045,chr10,68685842
cg12245996,chr10,6622777
cg12251804,chr10,135171083
cg12261786,chr10,88727830
cg12292686,chr10,135192102
cg12315959,chr10,69598598
cg12354377,chr10,62149557
cg12390946,chr10,134351197
cg12563178,chr10,20105641
cg12578480,chr10,23384902
cg12610070,chr10,71211762
cg12619162,chr10,43867155
cg12621514,chr10,54073047
cg12635664,chr10,71930586
cg12647587,chr10,96954252
cg12651014,chr10,32735292
cg12718440,chr10,99393576
cg12869240,chr10,127569973
cg12914362,chr10,35930479
cg12936747,chr10,95361386
cg13017345,chr10,111966029
cg13084429,chr10,115999021
cg13114389,chr10,101419241
cg13129046,chr10,71389696
cg13133883,chr10,86004660
cg13149307,chr10,20104452
cg13180809,chr10,100206399
cg13271963,chr10,99332592
cg13315147,chr10,135341528
cg13320683,chr10,62761819
cg13323474,chr10,75118523
cg13342558,chr10,114043548
cg13379871,chr10,22610507
cg13409216,chr10,70939987
cg13417824,chr10,15139785
cg13420923,chr10,115614712
cg13434852,chr10,128768181
cg13442811,chr10,86131100
cg13448625,chr10,105845238
cg13449372,chr10,102748693
cg13471990,chr10,97515222
cg13488201,chr10,128077323
cg13548361,chr10,104178949
cg13553455,chr10,105846002
cg13599477,chr10,5488485
cg13603099,chr10,45454574
cg13669465,chr10,99205343
cg13686115,chr10,60936626
cg13687831,chr10,13204003
cg13800022,chr10,33246313
cg13806670,chr10,46090241
cg13849691,chr10,114133304
cg13864877,chr10,13142132
cg13904771,chr10,11865163
cg13926569,chr10,89418898
cg13929328,chr10,129535898
cg13956671,chr10,35379687
cg13962355,chr10,103114219
cg13984351,chr10,22609903
cg13985639,chr10,99344969
cg14008883,chr10,50818911
cg14175593,chr10,99257444
cg14191109,chr10,70287438
cg14218343,chr10,44144641
cg14222233,chr10,6245271
cg14255089,chr10,180755
cg14271908,chr10,60144732
cg14298951,chr10,79793653
cg14343062,chr10,50746568
cg14434255,chr10,101419627
cg14450605,chr10,51572496
cg14461963,chr10,12111049
cg14590817,chr10,1779730
cg14603406,chr10,104404379
cg14613832,chr10,94833615
cg14614211,chr10,28034247
cg14617642,chr10,71812630
cg14623805,chr10,70481056
cg14647515,chr10,98741349
cg14665389,chr10,114710815
cg14784653,chr10,13545008
cg14817542,chr10,102295790
cg14826456,chr10,115804095
cg14859417,chr10,129704949
cg14916079,chr10,120788696
cg14967972,chr10,91405265
cg15019617,chr10,91152447
cg15097876,chr10,71993604
cg15111734,chr10,93668914
cg15147545,chr10,33247604
cg15201291,chr10,96830102
cg15212440,chr10,104474465
cg15227982,chr10,104535854
cg15278682,chr10,71175852
cg15286905,chr10,27530250
cg15293750,chr10,17243266
cg15302379,chr10,102821848
cg15321211,chr10,43905515
cg15342384,chr10,70091938
cg15410903,chr10,106028780
cg15416233,chr10,102505266
cg15427656,chr10,74928123
